movie_name,award_year,award_category,award_winner
The Perils of Pauline,1948-01-01,MUSIC (Song),False
Good News,1948-01-01,MUSIC (Song),False
Chip An' Dale,1948-01-01,SHORT SUBJECT (Cartoon),False
Dr. Jekyll and Mr. Mouse,1948-01-01,SHORT SUBJECT (Cartoon),False
Pluto's Blue Note,1948-01-01,SHORT SUBJECT (Cartoon),False
Tubby the Tuba,1948-01-01,SHORT SUBJECT (Cartoon),False
Tweetie Pie,1948-01-01,SHORT SUBJECT (Cartoon),True
Brooklyn,1948-01-01,SHORT SUBJECT (One-reel),False
 U.S.A.,1948-01-01,SHORT SUBJECT (One-reel),False
Good-bye Miss Turlock,1948-01-01,SHORT SUBJECT (One-reel),True
Moon Rockets,1948-01-01,SHORT SUBJECT (One-reel),False
Now You See It,1948-01-01,SHORT SUBJECT (One-reel),False
So You Want to Be in Pictures,1948-01-01,SHORT SUBJECT (One-reel),False
Champagne for Two,1948-01-01,SHORT SUBJECT (Two-reel),False
Climbing the Matterhorn,1948-01-01,SHORT SUBJECT (Two-reel),True
Fight of the Wild Stallions,1948-01-01,SHORT SUBJECT (Two-reel),False
Give Us the Earth,1948-01-01,SHORT SUBJECT (Two-reel),False
A Voice Is Born: The Story of Niklos Gafni,1948-01-01,SHORT SUBJECT (Two-reel),False
T-Men,1948-01-01,SOUND RECORDING,False
Unconquered,1948-01-01,SPECIAL EFFECTS,False
A Cage of Nightingales,1948-01-01,WRITING (Motion Picture Story),False
It Happened on Fifth Avenue,1948-01-01,WRITING (Motion Picture Story),False
The Bachelor and the Bobby-Soxer,1948-01-01,WRITING (Original Screenplay),True
Monsieur Verdoux,1948-01-01,WRITING (Original Screenplay),False
Shoe-Shine,1948-01-01,WRITING (Original Screenplay),False
Boomerang!,1948-01-01,WRITING (Screenplay),False
The Search,1949-01-01,ACTOR,False
When My Baby Smiles at Me,1949-01-01,ACTOR,False
Sitting Pretty,1949-01-01,ACTOR,False
Joan of Arc,1949-01-01,ACTOR IN A SUPPORTING ROLE,False
I Remember Mama,1949-01-01,ACTOR IN A SUPPORTING ROLE,False
The Luck of the Irish,1949-01-01,ACTOR IN A SUPPORTING ROLE,False
The Snake Pit,1949-01-01,ACTRESS,False
Sorry,1949-01-01,ACTRESS,False
 Wrong Number,1949-01-01,ACTRESS,False
The Red Shoes,1949-01-01,ART DIRECTION (Color),True
A Foreign Affair,1949-01-01,CINEMATOGRAPHY (Black-and-White),False
The Naked City,1949-01-01,CINEMATOGRAPHY (Black-and-White),True
Portrait of Jennie,1949-01-01,CINEMATOGRAPHY (Black-and-White),False
Green Grass of Wyoming,1949-01-01,CINEMATOGRAPHY (Color),False
The Loves of Carmen,1949-01-01,CINEMATOGRAPHY (Color),False
The Three Musketeers,1949-01-01,CINEMATOGRAPHY (Color),False
B. F.'s Daughter,1949-01-01,COSTUME DESIGN (Black-and-White),False
The Emperor Waltz,1949-01-01,COSTUME DESIGN (Color),False
The Quiet One,1949-01-01,DOCUMENTARY (Feature),False
The Secret Land,1949-01-01,DOCUMENTARY (Feature),True
Heart to Heart,1949-01-01,DOCUMENTARY (Short Subject),False
Operation Vittles,1949-01-01,DOCUMENTARY (Short Subject),False
Toward Independence,1949-01-01,DOCUMENTARY (Short Subject),True
Red River,1949-01-01,FILM EDITING,False
Easter Parade,1949-01-01,MUSIC (Scoring of a Musical Picture),True
The Pirate,1949-01-01,MUSIC (Scoring of a Musical Picture),False
Romance on the High Seas,1949-01-01,MUSIC (Scoring of a Musical Picture),False
The Paleface,1949-01-01,MUSIC (Song),True
Casbah,1949-01-01,MUSIC (Song),False
That Lady in Ermine,1949-01-01,MUSIC (Song),False
Wet Blanket Policy,1949-01-01,MUSIC (Song),False
The Little Orphan,1949-01-01,SHORT SUBJECT (Cartoon),True
Mickey and the Seal,1949-01-01,SHORT SUBJECT (Cartoon),False
Mouse Wreckers,1949-01-01,SHORT SUBJECT (Cartoon),False
Robin Hoodlum,1949-01-01,SHORT SUBJECT (Cartoon),False
Tea for Two Hundred,1949-01-01,SHORT SUBJECT (Cartoon),False
Annie Was a Wonder,1949-01-01,SHORT SUBJECT (One-reel),False
Cinderella Horse,1949-01-01,SHORT SUBJECT (One-reel),False
So You Want to Be on the Radio,1949-01-01,SHORT SUBJECT (One-reel),False
Symphony of a City,1949-01-01,SHORT SUBJECT (One-reel),True
You Can't Win,1949-01-01,SHORT SUBJECT (One-reel),False
Calgary Stampede,1949-01-01,SHORT SUBJECT (Two-reel),False
Going to Blazes,1949-01-01,SHORT SUBJECT (Two-reel),False
Samba-Mania,1949-01-01,SHORT SUBJECT (Two-reel),False
Seal Island,1949-01-01,SHORT SUBJECT (Two-reel),True
Snow Capers,1949-01-01,SHORT SUBJECT (Two-reel),False
Moonrise,1949-01-01,SOUND RECORDING,False
Deep Waters,1949-01-01,SPECIAL EFFECTS,False
Louisiana Story,1949-01-01,WRITING (Motion Picture Story),False
Champion,1950-01-01,ACTOR,False
The Hasty Heart,1950-01-01,ACTOR,False
Sands of Iwo Jima,1950-01-01,ACTOR,False
Battleground,1950-01-01,ACTOR IN A SUPPORTING ROLE,False
Pinky,1950-01-01,ACTRESS,False
My Foolish Heart,1950-01-01,ACTRESS,False
Edward,1950-01-01,ACTRESS,False
 My Son,1950-01-01,ACTRESS,False
Come to the Stable,1950-01-01,ACTRESS,False
Madame Bovary,1950-01-01,ART DIRECTION (Black-and-White),False
The Adventures of Don Juan,1950-01-01,ART DIRECTION (Color),False
Little Women,1950-01-01,ART DIRECTION (Color),True
Saraband,1950-01-01,ART DIRECTION (Color),False
Prince of Foxes,1950-01-01,CINEMATOGRAPHY (Black-and-White),False
The Barkleys of Broadway,1950-01-01,CINEMATOGRAPHY (Color),False
Jolson Sings Again,1950-01-01,CINEMATOGRAPHY (Color),False
Sand,1950-01-01,CINEMATOGRAPHY (Color),False
She Wore a Yellow Ribbon,1950-01-01,CINEMATOGRAPHY (Color),True
Mother Is a Freshman,1950-01-01,COSTUME DESIGN (Color),False
The Fallen Idol,1950-01-01,DIRECTING,False
Daybreak in Udi,1950-01-01,DOCUMENTARY (Feature),True
Kenji Comes Home,1950-01-01,DOCUMENTARY (Feature),False
A Chance to Live,1950-01-01,DOCUMENTARY (Short Subject),True
1848,1950-01-01,DOCUMENTARY (Short Subject),False
The Rising Tide,1950-01-01,DOCUMENTARY (Short Subject),False
So Much for So Little,1950-01-01,DOCUMENTARY (Short Subject),True
The Window,1950-01-01,FILM EDITING,False
Beyond the Forest,1950-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Look for the Silver Lining,1950-01-01,MUSIC (Scoring of a Musical Picture),False
On the Town,1950-01-01,MUSIC (Scoring of a Musical Picture),True
Neptune's Daughter,1950-01-01,MUSIC (Song),True
It's a Great Feeling,1950-01-01,MUSIC (Song),False
So Dear to My Heart,1950-01-01,MUSIC (Song),False
Canary Row,1950-01-01,SHORT SUBJECT (Cartoon),False
For Scent-Imental Reasons,1950-01-01,SHORT SUBJECT (Cartoon),True
Hatch Up Your Troubles,1950-01-01,SHORT SUBJECT (Cartoon),False
The Magic Fluke,1950-01-01,SHORT SUBJECT (Cartoon),False
Toy Tinkers,1950-01-01,SHORT SUBJECT (Cartoon),False
Aquatic House-Party,1950-01-01,SHORT SUBJECT (One-reel),True
Roller Derby Girl,1950-01-01,SHORT SUBJECT (One-reel),False
So You Think You're Not Guilty,1950-01-01,SHORT SUBJECT (One-reel),False
Spills and Chills,1950-01-01,SHORT SUBJECT (One-reel),False
Water Trix,1950-01-01,SHORT SUBJECT (One-reel),False
The Boy and the Eagle,1950-01-01,SHORT SUBJECT (Two-reel),False
Chase of Death,1950-01-01,SHORT SUBJECT (Two-reel),False
The Grass Is Always Greener,1950-01-01,SHORT SUBJECT (Two-reel),False
Snow Carnival,1950-01-01,SHORT SUBJECT (Two-reel),False
Van Gogh,1950-01-01,SHORT SUBJECT (Two-reel),True
Once More,1950-01-01,SOUND RECORDING,False
 My Darling,1950-01-01,SOUND RECORDING,False
Mighty Joe Young,1950-01-01,SPECIAL EFFECTS,True
Tulsa,1950-01-01,SPECIAL EFFECTS,False
It Happens Every Spring,1950-01-01,WRITING (Motion Picture Story),False
The Stratton Story,1950-01-01,WRITING (Motion Picture Story),True
White Heat,1950-01-01,WRITING (Motion Picture Story),False
The Bicycle Thief,1950-01-01,WRITING (Screenplay),False
Paisan,1950-01-01,WRITING (Story and Screenplay),False
Passport to Pimlico,1950-01-01,WRITING (Story and Screenplay),False
The Quiet One,1950-01-01,WRITING (Story and Screenplay),False
The Magnificent Yankee,1951-01-01,ACTOR,False
Sunset Blvd.,1951-01-01,ACTOR,False
Father of the Bride,1951-01-01,ACTOR,False
Broken Arrow,1951-01-01,ACTOR IN A SUPPORTING ROLE,False
Mister 880,1951-01-01,ACTOR IN A SUPPORTING ROLE,False
The Asphalt Jungle,1951-01-01,ACTOR IN A SUPPORTING ROLE,False
All about Eve,1951-01-01,ACTOR IN A SUPPORTING ROLE,True
Caged,1951-01-01,ACTRESS,False
The Red Danube,1951-01-01,ART DIRECTION (Black-and-White),False
Annie Get Your Gun,1951-01-01,ART DIRECTION (Color),False
Destination Moon,1951-01-01,ART DIRECTION (Color),False
Samson and Delilah,1951-01-01,ART DIRECTION (Color),True
The Furies,1951-01-01,CINEMATOGRAPHY (Black-and-White),False
The Third Man,1951-01-01,CINEMATOGRAPHY (Black-and-White),True
The Flame and the Arrow,1951-01-01,CINEMATOGRAPHY (Color),False
King Solomon's Mines,1951-01-01,CINEMATOGRAPHY (Color),True
The Black Rose,1951-01-01,COSTUME DESIGN (Color),False
That Forsyte Woman,1951-01-01,COSTUME DESIGN (Color),False
The Titan: Story of Michelangelo,1951-01-01,DOCUMENTARY (Feature),True
With These Hands,1951-01-01,DOCUMENTARY (Feature),False
The Fight: Science against Cancer,1951-01-01,DOCUMENTARY (Short Subject),False
The Stairs,1951-01-01,DOCUMENTARY (Short Subject),False
Why Korea?,1951-01-01,DOCUMENTARY (Short Subject),True
No Sad Songs for Me,1951-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Cinderella,1951-01-01,MUSIC (Scoring of a Musical Picture),False
I'll Get By,1951-01-01,MUSIC (Scoring of a Musical Picture),False
Three Little Words,1951-01-01,MUSIC (Scoring of a Musical Picture),False
The West Point Story,1951-01-01,MUSIC (Scoring of a Musical Picture),False
The Toast of New Orleans,1951-01-01,MUSIC (Song),False
Captain Carey,1951-01-01,MUSIC (Song),True
 U.S.A.,1951-01-01,MUSIC (Song),True
Singing Guns,1951-01-01,MUSIC (Song),False
Wabash Avenue,1951-01-01,MUSIC (Song),False
Gerald McBoing-Boing,1951-01-01,SHORT SUBJECT (Cartoon),True
Jerry's Cousin,1951-01-01,SHORT SUBJECT (Cartoon),False
Trouble Indemnity,1951-01-01,SHORT SUBJECT (Cartoon),False
Blaze Busters,1951-01-01,SHORT SUBJECT (One-reel),False
Grandad of Races,1951-01-01,SHORT SUBJECT (One-reel),True
Wrong Way Butch,1951-01-01,SHORT SUBJECT (One-reel),False
Grandma Moses,1951-01-01,SHORT SUBJECT (Two-reel),False
In Beaver Valley,1951-01-01,SHORT SUBJECT (Two-reel),True
My Country 'Tis of Thee,1951-01-01,SHORT SUBJECT (Two-reel),False
Louisa,1951-01-01,SOUND RECORDING,False
Our Very Own,1951-01-01,SOUND RECORDING,False
Trio,1951-01-01,SOUND RECORDING,False
Bitter Rice,1951-01-01,WRITING (Motion Picture Story),False
The Gunfighter,1951-01-01,WRITING (Motion Picture Story),False
Mystery Street,1951-01-01,WRITING (Motion Picture Story),False
Panic in the Streets,1951-01-01,WRITING (Motion Picture Story),True
When Willie Comes Marching Home,1951-01-01,WRITING (Motion Picture Story),False
Adam's Rib,1951-01-01,WRITING (Story and Screenplay),False
The Men,1951-01-01,WRITING (Story and Screenplay),False
No Way Out,1951-01-01,WRITING (Story and Screenplay),False
The African Queen,1952-01-01,ACTOR,True
Bright Victory,1952-01-01,ACTOR,False
Death of a Salesman,1952-01-01,ACTOR,False
Quo Vadis,1952-01-01,ACTOR IN A SUPPORTING ROLE,False
Come Fill the Cup,1952-01-01,ACTOR IN A SUPPORTING ROLE,False
Detective Story,1952-01-01,ACTRESS,False
The Blue Veil,1952-01-01,ACTRESS,False
The Mating Season,1952-01-01,ACTRESS IN A SUPPORTING ROLE,False
Fourteen Hours,1952-01-01,ART DIRECTION (Black-and-White),False
House on Telegraph Hill,1952-01-01,ART DIRECTION (Black-and-White),False
La Ronde,1952-01-01,ART DIRECTION (Black-and-White),False
Too Young to Kiss,1952-01-01,ART DIRECTION (Black-and-White),False
An American in Paris,1952-01-01,ART DIRECTION (Color),True
David and Bathsheba,1952-01-01,ART DIRECTION (Color),False
On the Riviera,1952-01-01,ART DIRECTION (Color),False
Tales of Hoffmann,1952-01-01,ART DIRECTION (Color),False
The Frogmen,1952-01-01,CINEMATOGRAPHY (Black-and-White),False
Strangers on a Train,1952-01-01,CINEMATOGRAPHY (Black-and-White),False
Show Boat,1952-01-01,CINEMATOGRAPHY (Color),False
When Worlds Collide,1952-01-01,CINEMATOGRAPHY (Color),False
Kind Lady,1952-01-01,COSTUME DESIGN (Black-and-White),False
The Model and the Marriage Broker,1952-01-01,COSTUME DESIGN (Black-and-White),False
The Mudlark,1952-01-01,COSTUME DESIGN (Black-and-White),False
The Great Caruso,1952-01-01,COSTUME DESIGN (Color),False
I Was a Communist for the F.B.I.,1952-01-01,DOCUMENTARY (Feature),False
Kon-Tiki,1952-01-01,DOCUMENTARY (Feature),True
Benjy,1952-01-01,DOCUMENTARY (Short Subject),True
One Who Came Back,1952-01-01,DOCUMENTARY (Short Subject),False
The Seeing Eye,1952-01-01,DOCUMENTARY (Short Subject),False
Decision before Dawn,1952-01-01,FILM EDITING,False
The Well,1952-01-01,FILM EDITING,False
Alice in Wonderland,1952-01-01,MUSIC (Scoring of a Musical Picture),False
Here Comes the Groom,1952-01-01,MUSIC (Song),True
The Strip,1952-01-01,MUSIC (Song),False
Golden Girl,1952-01-01,MUSIC (Song),False
Royal Wedding,1952-01-01,MUSIC (Song),False
Rich,1952-01-01,MUSIC (Song),False
 Young and Pretty,1952-01-01,MUSIC (Song),False
Lambert,1952-01-01,SHORT SUBJECT (Cartoon),False
 the Sheepish Lion,1952-01-01,SHORT SUBJECT (Cartoon),False
Rooty Toot Toot,1952-01-01,SHORT SUBJECT (Cartoon),False
The Two Mouseketeers,1952-01-01,SHORT SUBJECT (Cartoon),True
Ridin' the Rails,1952-01-01,SHORT SUBJECT (One-reel),False
The Story of Time,1952-01-01,SHORT SUBJECT (One-reel),False
World of Kids,1952-01-01,SHORT SUBJECT (One-reel),True
Balzac,1952-01-01,SHORT SUBJECT (Two-reel),False
Danger under the Sea,1952-01-01,SHORT SUBJECT (Two-reel),False
Nature's Half Acre,1952-01-01,SHORT SUBJECT (Two-reel),True
I Want You,1952-01-01,SOUND RECORDING,False
Two Tickets to Broadway,1952-01-01,SOUND RECORDING,False
Bullfighter and the Lady,1952-01-01,WRITING (Motion Picture Story),False
Seven Days to Noon,1952-01-01,WRITING (Motion Picture Story),True
Teresa,1952-01-01,WRITING (Motion Picture Story),False
The Big Carnival,1952-01-01,WRITING (Story and Screenplay),False
Go for Broke!,1952-01-01,WRITING (Story and Screenplay),False
Moulin Rouge,1953-01-01,ACTOR,False
The Lavender Hill Mob,1953-01-01,ACTOR,False
My Cousin Rachel,1953-01-01,ACTOR IN A SUPPORTING ROLE,False
The Big Sky,1953-01-01,ACTOR IN A SUPPORTING ROLE,False
Sudden Fear,1953-01-01,ACTOR IN A SUPPORTING ROLE,False
The Star,1953-01-01,ACTRESS,False
The Member of the Wedding,1953-01-01,ACTRESS,False
With a Song in My Heart,1953-01-01,ACTRESS,False
Singin' in the Rain,1953-01-01,ACTRESS IN A SUPPORTING ROLE,False
Carrie,1953-01-01,ART DIRECTION (Black-and-White),False
Rashomon,1953-01-01,ART DIRECTION (Black-and-White),False
Hans Christian Andersen,1953-01-01,ART DIRECTION (Color),False
The Merry Widow,1953-01-01,ART DIRECTION (Color),False
The Snows of Kilimanjaro,1953-01-01,ART DIRECTION (Color),False
Navajo,1953-01-01,CINEMATOGRAPHY (Black-and-White),False
Ivanhoe,1953-01-01,CINEMATOGRAPHY (Color),False
Million Dollar Mermaid,1953-01-01,CINEMATOGRAPHY (Color),False
Affair in Trinidad,1953-01-01,COSTUME DESIGN (Black-and-White),False
The Greatest Show on Earth,1953-01-01,COSTUME DESIGN (Color),False
Five Fingers,1953-01-01,DIRECTING,False
The Hoaxters,1953-01-01,DOCUMENTARY (Feature),False
The Sea around Us,1953-01-01,DOCUMENTARY (Feature),True
Devil Take Us,1953-01-01,DOCUMENTARY (Short Subject),False
The Garden Spider (Epeira Diadema),1953-01-01,DOCUMENTARY (Short Subject),False
Man Alive!,1953-01-01,DOCUMENTARY (Short Subject),False
Neighbours,1953-01-01,DOCUMENTARY (Short Subject),True
Flat Top,1953-01-01,FILM EDITING,False
Miracle of Fatima,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Thief,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Jazz Singer,1953-01-01,MUSIC (Scoring of a Musical Picture),False
The Medium,1953-01-01,MUSIC (Scoring of a Musical Picture),False
Son of Paleface,1953-01-01,MUSIC (Song),False
Because You're Mine,1953-01-01,MUSIC (Song),False
Just for You,1953-01-01,MUSIC (Song),False
Johann Mouse,1953-01-01,SHORT SUBJECT (Cartoon),True
Little Johnny Jet,1953-01-01,SHORT SUBJECT (Cartoon),False
Madeline,1953-01-01,SHORT SUBJECT (Cartoon),False
Pink and Blue Blues,1953-01-01,SHORT SUBJECT (Cartoon),False
Romance of Transportation,1953-01-01,SHORT SUBJECT (Cartoon),False
Athletes of the Saddle,1953-01-01,SHORT SUBJECT (One-reel),False
Desert Killer,1953-01-01,SHORT SUBJECT (One-reel),False
Light in the Window: The Art of Vermeer,1953-01-01,SHORT SUBJECT (One-reel),True
Royal Scotland,1953-01-01,SHORT SUBJECT (One-reel),False
Bridge of Time,1953-01-01,SHORT SUBJECT (Two-reel),False
Thar She Blows!,1953-01-01,SHORT SUBJECT (Two-reel),False
Water Birds,1953-01-01,SHORT SUBJECT (Two-reel),True
Breaking the Sound Barrier,1953-01-01,SOUND RECORDING,True
The Promoter,1953-01-01,SOUND RECORDING,False
Plymouth Adventure,1953-01-01,SPECIAL EFFECTS,True
My Son John,1953-01-01,WRITING (Motion Picture Story),False
The Narrow Margin,1953-01-01,WRITING (Motion Picture Story),False
The Pride of St. Louis,1953-01-01,WRITING (Motion Picture Story),False
The Sniper,1953-01-01,WRITING (Motion Picture Story),False
The Man in the White Suit,1953-01-01,WRITING (Screenplay),False
The Atomic City,1953-01-01,WRITING (Story and Screenplay),False
Pat and Mike,1953-01-01,WRITING (Story and Screenplay),False
Julius Caesar,1954-01-01,ACTOR,False
The Robe,1954-01-01,ACTOR,False
Shane,1954-01-01,ACTOR IN A SUPPORTING ROLE,False
Lili,1954-01-01,ACTRESS,False
Mogambo,1954-01-01,ACTRESS,False
The Moon Is Blue,1954-01-01,ACTRESS,False
Hondo,1954-01-01,ACTRESS IN A SUPPORTING ROLE,False
Torch Song,1954-01-01,ACTRESS IN A SUPPORTING ROLE,False
Pickup on South Street,1954-01-01,ACTRESS IN A SUPPORTING ROLE,False
Martin Luther,1954-01-01,ART DIRECTION (Black-and-White),False
The President's Lady,1954-01-01,ART DIRECTION (Black-and-White),False
Titanic,1954-01-01,ART DIRECTION (Black-and-White),False
Knights of the Round Table,1954-01-01,ART DIRECTION (Color),False
The Story of Three Loves,1954-01-01,ART DIRECTION (Color),False
Young Bess,1954-01-01,ART DIRECTION (Color),False
The Four Poster,1954-01-01,CINEMATOGRAPHY (Black-and-White),False
All the Brothers Were Valiant,1954-01-01,CINEMATOGRAPHY (Color),False
Beneath the 12-Mile Reef,1954-01-01,CINEMATOGRAPHY (Color),False
The Actress,1954-01-01,COSTUME DESIGN (Black-and-White),False
Dream Wife,1954-01-01,COSTUME DESIGN (Black-and-White),False
The Band Wagon,1954-01-01,COSTUME DESIGN (Color),False
Call Me Madam,1954-01-01,COSTUME DESIGN (Color),False
How to Marry a Millionaire,1954-01-01,COSTUME DESIGN (Color),False
The Conquest of Everest,1954-01-01,DOCUMENTARY (Feature),False
The Living Desert,1954-01-01,DOCUMENTARY (Feature),True
A Queen Is Crowned,1954-01-01,DOCUMENTARY (Feature),False
The Alaskan Eskimo,1954-01-01,DOCUMENTARY (Short Subject),True
The Living City,1954-01-01,DOCUMENTARY (Short Subject),False
Operation Blue Jay,1954-01-01,DOCUMENTARY (Short Subject),False
They Planted a Stone,1954-01-01,DOCUMENTARY (Short Subject),False
The Word,1954-01-01,DOCUMENTARY (Short Subject),False
Crazylegs,1954-01-01,FILM EDITING,False
The War of the Worlds,1954-01-01,FILM EDITING,False
Above and Beyond,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
This Is Cinerama,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Calamity Jane,1954-01-01,MUSIC (Scoring of a Musical Picture),False
The 5,1954-01-01,MUSIC (Scoring of a Musical Picture),False
000 Fingers of Dr. T,1954-01-01,MUSIC (Scoring of a Musical Picture),False
Kiss Me Kate,1954-01-01,MUSIC (Scoring of a Musical Picture),False
Small Town Girl,1954-01-01,MUSIC (Song),False
Miss Sadie Thompson,1954-01-01,MUSIC (Song),False
The Caddy,1954-01-01,MUSIC (Song),False
Christopher Crumpet,1954-01-01,SHORT SUBJECT (Cartoon),False
From A to Z-Z-Z-Z,1954-01-01,SHORT SUBJECT (Cartoon),False
